Timestamp,Mean_PSD_dB,SNR_dB,PU_Present
1762947684.873032,-14.537360191345215,12.784134864807129,1
1762947684.875032,-15.163604736328125,13.016794204711914,1
1762947684.875032,-16.04218292236328,12.764471054077148,1
1762947684.8820293,-15.748451232910156,12.937829971313477,1
1762947684.8830314,-16.472410202026367,12.72714614868164,1
1762947684.890032,-15.649928092956543,12.363383293151855,1
1762947684.8970304,-15.463218688964844,12.346982955932617,1
1762947684.9150305,-12.691131591796875,15.87083625793457,1
1762947684.947055,-11.718886375427246,14.14159107208252,1
1762947684.9786108,-10.994376182556152,15.062806129455566,1
1762947685.0106106,-10.72173023223877,15.573819160461426,1
1762947685.0431018,-10.262249946594238,13.795336723327637,1
1762947685.075621,-9.986407279968262,14.70963191986084,1
1762947685.1072123,-10.034140586853027,15.873948097229004,1
1762947685.1383731,-9.575310707092285,14.5929536819458,1
1762947685.170335,-9.72054672241211,15.345500946044922,1
1762947685.202296,-9.799986839294434,15.309304237365723,1
1762947685.2349005,-9.701363563537598,16.20519733428955,1
1762947685.2671516,-9.8474702835083,15.25151538848877,1
1762947685.2997746,-9.515877723693848,14.727801322937012,1
1762947685.3304749,-9.70213794708252,14.357966423034668,1
1762947685.3629386,-9.952235221862793,13.782244682312012,1
1762947685.3894098,-9.7829008102417,14.638997077941895,1
1762947685.4241865,-9.864176750183105,14.753752708435059,1
1762947685.4573786,-10.111676216125488,15.971077919006348,1
1762947685.4837527,-10.369332313537598,16.301825523376465,1
1762947685.51604,-10.216348648071289,15.293251037597656,1
1762947685.555451,-10.054885864257812,15.239229202270508,1
1762947685.5882783,-10.247050285339355,15.10851764678955,1
1762947685.619168,-10.310249328613281,14.305913925170898,1
1762947685.6493847,-10.602875709533691,13.992505073547363,1
1762947685.6794474,-10.180209159851074,15.24207592010498,1
1762947685.706021,-10.319303512573242,14.579578399658203,1
1762947685.7370205,-10.289362907409668,15.366698265075684,1
1762947685.7726455,-9.777839660644531,14.109466552734375,1
1762947685.8012357,-9.467829704284668,15.017848014831543,1
1762947685.832534,-9.263981819152832,14.246170997619629,1
1762947685.8638368,-9.124299049377441,14.902205467224121,1
1762947685.8951454,-9.014318466186523,14.922540664672852,1
1762947685.9390838,-9.415030479431152,14.360749244689941,1
1762947685.9582272,-9.72664737701416,14.063963890075684,1
1762947685.9899986,-9.6409330368042,14.425932884216309,1
1762947686.022068,-10.363615989685059,14.517956733703613,1
1762947686.053878,-10.397259712219238,13.947068214416504,1
1762947686.0859082,-10.874458312988281,13.758550643920898,1
1762947686.1179686,-11.73241901397705,15.502493858337402,1
1762947686.1499176,-12.191287994384766,14.190925598144531,1
1762947686.1817632,-12.179226875305176,13.791577339172363,1
1762947686.2131486,-12.309765815734863,13.362555503845215,1
1762947686.2499516,-12.514167785644531,14.050296783447266,1
1762947686.276253,-12.366405487060547,14.088399887084961,1
1762947686.3078501,-12.360007286071777,14.405549049377441,1
1762947686.3548508,-12.213223457336426,14.61142635345459,1
1762947686.386865,-12.141498565673828,13.275671005249023,1
1762947686.4185617,-12.05919361114502,13.97029972076416,1
1762947686.4498603,-11.891308784484863,13.346709251403809,1
1762947686.4811985,-12.3850736618042,15.15042781829834,1
1762947686.5126858,-13.087506294250488,16.037365913391113,1
1762947686.5448062,-13.646224021911621,13.952237129211426,1
1762947686.5761492,-14.263997077941895,15.471232414245605,1
1762947686.6074462,-15.586993217468262,14.624390602111816,1
1762947686.6388514,-16.093950271606445,12.745893478393555,1
1762947686.6704786,-16.777416229248047,13.238519668579102,1
1762947686.7017527,-17.710365295410156,11.030288696289062,1
1762947686.7332995,-17.679929733276367,13.94493293762207,1
1762947686.7650266,-17.159963607788086,13.377340316772461,1
1762947686.7965763,-17.54120635986328,12.936817169189453,1
1762947686.828371,-17.11549949645996,12.688518524169922,1
1762947686.860284,-17.151029586791992,13.026952743530273,1
1762947686.8918605,-16.595542907714844,12.421859741210938,1
1762947686.925413,-16.683609008789062,12.808202743530273,1
1762947686.9549706,-15.740161895751953,13.738872528076172,1
1762947686.9867635,-14.883461952209473,13.860079765319824,1
1762947687.0184877,-14.014676094055176,12.883458137512207,1
1762947687.050006,-13.178189277648926,13.599478721618652,1
1762947687.0813947,-12.499542236328125,13.50288200378418,1
1762947687.1128378,-11.908127784729004,14.831345558166504,1
1762947687.149869,-11.040279388427734,13.25826644897461,1
1762947687.176319,-10.436814308166504,14.64989185333252,1
1762947687.2083678,-9.901153564453125,13.499570846557617,1
1762947687.2499442,-9.624096870422363,14.142165184020996,1
1762947687.272424,-9.314469337463379,13.44509220123291,1
1762947687.3040216,-9.557937622070312,14.522146224975586,1
1762947687.336221,-9.259350776672363,13.65088176727295,1
1762947687.3678386,-9.266950607299805,15.056886672973633,1
1762947687.3993826,-9.399760246276855,14.539544105529785,1
1762947687.4309123,-9.509736061096191,14.8847074508667,1
1762947687.462955,-9.41838550567627,14.698294639587402,1
1762947687.4953725,-9.520009994506836,15.793201446533203,1
1762947687.5265021,-9.632091522216797,15.540246963500977,1
1762947687.5582073,-10.098788261413574,16.13994312286377,1
1762947687.5899172,-10.207989692687988,14.9588041305542,1
1762947687.622163,-10.671996116638184,14.886290550231934,1
1762947687.653931,-10.868197441101074,16.053494453430176,1
1762947687.6853082,-11.372347831726074,15.257428169250488,1
1762947687.716705,-11.633471488952637,14.182326316833496,1
1762947687.7510734,-11.994709014892578,13.782842636108398,1
1762947687.7802181,-12.007691383361816,14.534699440002441,1
1762947687.8118389,-12.931700706481934,15.073225975036621,1
1762947687.8512027,-12.838188171386719,14.731027603149414,1
1762947687.8758214,-13.365504264831543,14.413228034973145,1
1762947687.9078264,-13.850227355957031,15.799877166748047,1
1762947687.954863,-14.213866233825684,16.569390296936035,1
1762947687.9865537,-14.386343955993652,15.635357856750488,1
1762947688.018232,-14.305224418640137,15.42749309539795,1
1762947688.0509832,-13.797103881835938,15.321512222290039,1
1762947688.0824854,-13.259940147399902,16.25355052947998,1
1762947688.1114237,-12.294586181640625,13.472867965698242,1
1762947688.143996,-11.91247272491455,14.564698219299316,1
1762947688.1766856,-11.678943634033203,15.808870315551758,1
1762947688.2058642,-11.172126770019531,13.520570755004883,1
1762947688.2375903,-11.168139457702637,15.853291511535645,1
1762947688.272647,-11.637274742126465,15.210116386413574,1
1762947688.300943,-11.57201862335205,15.252623558044434,1
1762947688.3325338,-11.661471366882324,14.473864555358887,1
1762947688.3642569,-11.668574333190918,15.427849769592285,1
1762947688.396502,-11.582390785217285,15.581097602844238,1
1762947688.4281998,-11.501263618469238,14.809229850769043,1
1762947688.4601953,-11.427556037902832,14.840689659118652,1
1762947688.4957755,-11.011845588684082,14.557442665100098,1
1762947688.5237098,-10.76230525970459,14.191363334655762,1
1762947688.555558,-10.929717063903809,13.370532035827637,1
1762947688.5871494,-10.970686912536621,15.789763450622559,1
1762947688.626997,-10.6001558303833,14.043574333190918,1
1762947688.6519604,-10.622973442077637,15.4994478225708,1
1762947688.6822362,-10.27947998046875,12.781234741210938,1
1762947688.7135544,-10.247576713562012,14.643370628356934,1
1762947688.752016,-9.997244834899902,13.723074913024902,1
1762947688.7799556,-9.503361701965332,13.616633415222168,1
1762947688.8076298,-9.31606674194336,12.995105743408203,1
1762947688.8388994,-8.936705589294434,13.176138877868652,1
1762947688.870282,-8.88637638092041,14.277071952819824,1
1762947688.9015532,-8.811179161071777,13.369065284729004,1
1762947688.932836,-8.589707374572754,13.226935386657715,1
1762947688.9646747,-8.792561531066895,12.161742210388184,1
1762947688.9957232,-8.870753288269043,12.715714454650879,1
1762947689.0426924,-8.869598388671875,12.222278594970703,1
1762947689.0622633,-9.063079833984375,11.722328186035156,1
1762947689.0996351,-9.122052192687988,12.603455543518066,1
1762947689.132068,-9.025703430175781,12.333471298217773,1
1762947689.1632364,-9.08033561706543,11.816354751586914,1
1762947689.194542,-8.868012428283691,11.225716590881348,1
1762947689.2267034,-8.93257999420166,11.62501049041748,1
1762947689.2588668,-9.017210960388184,11.166979789733887,1
1762947689.2908227,-9.04296875,11.727609634399414,1
1762947689.3221123,-9.145541191101074,11.755074501037598,1
1762947689.353882,-9.294716835021973,11.261086463928223,1
1762947689.3851738,-9.245102882385254,11.3528413772583,1
1762947689.4266906,-9.318140983581543,10.94058895111084,1
1762947689.452651,-9.542119026184082,10.685296058654785,1
1762947689.4832664,-9.877391815185547,11.15521240234375,1
1762947689.514995,-9.967045783996582,10.557770729064941,1
1762947689.5546322,-10.110795974731445,10.788543701171875,1
1762947689.5732365,-9.906855583190918,10.893794059753418,1
1762947689.6048217,-10.071941375732422,10.820730209350586,1
1762947689.6365752,-10.075446128845215,10.850247383117676,1
1762947689.6678545,-10.061882972717285,10.843707084655762,1
1762947689.6996849,-10.445779800415039,10.59382438659668,1
